Id,SalePrice
2080,163883.99124345876
1368,131219.95337435405
2376,135418.31729139743
659,97260.01539501763
1235,121820.99822928105
332,89543.28628089865
1917,134975.11872796144
2094,233773.07947136028
1460,256991.65090986446
1471,212931.07407223832
1509,118567.41745495425
1922,141583.97106963937
433,495062.7990275591
460,297315.38164463686
1116,262530.0158272247
1137,156335.90693302173
53,190153.7577648032
2354,249262.8313863983
1475,205645.6892832902
1761,487978.31278873753
842,127535.87649788817
2739,185465.96499808392
2509,165331.94753896727
1007,230012.8777343385
2610,172945.8861226853
1952,84307.87459925067
2719,183648.49570777023
2921,89988.59900940221
1966,132653.58044128056
292,149108.95355814137
1204,201823.90690915353
1829,247693.58566272404
2419,179810.4399668139
391,170095.8565007397
798,117683.07923867792
481,206285.92650718457
193,193115.10414487805
555,115388.45982838265
899,79215.45386555465
2357,198303.15220807504
328,131465.30153275657
1356,114923.17296311294
1154,110390.00178482519
1730,187685.06630612377
2249,147217.28276845577
1119,254909.10684745183
2856,157138.62409036543
1394,147538.76825063367
2587,124584.26584707506
61,303731.2330976792
2661,193527.17038885085
2711,132295.20902709392
1147,183385.1182772535
757,131616.9209711017
2623,96226.38714648884
2378,156847.97549247893
1413,143495.51820626928
1722,266061.5943999869
1112,208834.70318481702
1623,202267.45750840325
1201,176440.7259378126
1513,113244.28158845821
957,241195.64175406378
1171,277908.6778330556
1145,206499.10036093986
2726,218982.54622076324
703,173702.81890650935
760,89395.93853490235
1964,128425.83197403818
2512,171107.51541335176
159,150915.4248364416
1281,169498.39582176413
468,177537.85677857898
290,122992.40551603117
665,92697.21018351021
1463,267288.51893929584
1792,218890.3988233557
923,151886.51350918607
500,261219.10909377923
1408,171332.6012696682
331,84701.97419505552
170,144572.86939781788
2192,95173.3792670437
2571,276618.7465544012
2314,185237.73730652517
2647,95581.61743471998
422,482229.0116445712
2457,296449.9184154211
1838,228277.82944365294
2805,256011.6158752114
1645,157854.04045959897
1711,327080.58520812
2825,259514.6170428043
322,325311.38138414
2103,273178.8919581744
342,123042.98930529696
600,111662.12588893353
488,205846.648671449
1725,344338.20845992526
2246,260703.5901968212
2847,176905.67653051604
806,264232.88931971457
530,235164.59409056022
963,178400.78191057988
2678,79472.07224123275
171,94514.3252443148
2401,414189.5833914195
805,235725.54886693097
2259,245542.83769726893
1748,194121.4484942765
1361,139130.98271760409
1677,135225.9990195844
1406,149831.25949837052
2322,230428.3985907886
688,160445.3512913123
143,145417.33250680534
804,225608.74849950182
1214,163939.0200821342
2828,154258.7738025518
1999,186081.107848714
2467,183068.54423479832
2665,154926.49521192914
1538,324922.49100723106
398,98603.21932060484
2822,134360.30524284
2157,140708.93060994582
1856,176086.32479275382
1269,114511.46595254583
2570,123281.52006223288
2320,246468.79635798544
1517,124222.29864409109
2304,130899.75035367983
1312,103893.54965331467
2012,132651.57909359725
506,220174.09747517126
2865,180130.03550848787
2367,119401.14117232471
554,104123.71431606007
238,126656.33717123645
1954,111114.11359389711
2488,169542.27254725795
2291,98743.1830444824
1969,107519.62914387818
2725,160555.7845041569
1482,150191.07964865933
2763,188655.8847527684
503,241973.1400715076
1584,253371.93339789967
1531,145509.75794483055
2210,155723.28041367824
459,354061.02892210905
556,124503.72520085769
1347,136323.94756822512
1290,90970.06915109402
1388,109448.1141199207
1571,198999.15732122125
2754,217716.52377916191
765,134107.5996236121
2494,121148.69411344265
2870,189803.55357179037
7,217261.73741063758
1114,239031.17294214267
2418,272768.04466345883
291,140593.70422078713
18,310421.33775430213
39,366101.3421762916
1001,252782.35644425405
2442,243928.75046499673
616,125910.34896484078
2680,77378.36404216915
1414,108795.99070159013
289,132798.276269214
40,249993.03952834243
860,117604.23470153757
409,134705.57063230424
673,140345.68395451456
2427,180451.00884645112
2036,230345.49396687525
2564,160494.81839905656
642,174638.54470949178
1008,173834.4538662438
1908,133511.73905316752
2519,213001.91339459398
1369,94474.09043852655
2855,167611.7251857131
712,95274.55429481235
1943,111305.50195956482
1958,139591.73008773348
107,165132.64268267428
2295,202503.18385914518
704,105100.98372390299
676,131314.4989443559
259,169784.99759191382
93,278147.4318881922
106,249880.24292431673
2315,198922.5167897446
1050,113308.83017061143
1095,207859.39153753727
2709,145508.96996812278
758,167685.32856081528
1496,155109.27418127935
2370,131039.94605679146
2458,279409.08853162033
2733,136245.221745878
161,271529.08457878395
726,140938.80684028543
845,202357.95496889987
947,254701.78252879286
2232,122838.69678752961
2563,157285.14534354303
2299,147700.40471535985
211,99307.84951486222
605,163258.05708359496
1478,206719.30839523277
2247,261337.03449157815
2274,149545.73003629383
2869,172836.47253705672
967,222678.97643426378
2656,117615.85514120411
667,193371.05249394733
1042,123647.1132255003
2023,168573.00544529237
2447,347951.93567887973
2055,127258.6555119657
2275,275894.52828952763
2204,165098.08705100382
1563,263358.0775583598
483,243895.03270636278
796,130475.18179150688
1526,136365.81985421228
2042,175650.34176509923
442,336229.93824814644
1693,327814.69274294865
1468,229520.83297739306
1430,198810.4078240675
2605,192695.1047223918
1529,198087.97144819767
335,143754.3897421009
1287,125179.73083200767
31,108537.96962333933
1785,255295.47229911535
82,165345.64204774934
2620,113727.32866607007
252,188724.85143017102
721,78061.82568397974
2165,196341.38537491352
2316,187352.358848682
775,117996.60793665523
1558,77897.23100413586
17,214713.31144006943
1022,239663.54238569178
925,119727.08157749858
438,304966.0457185969
1270,137203.27675063175
1272,120159.67693168277
215,128645.66083818491
266,226259.82054605326
2402,283860.96731086785
1250,109349.731492194
1984,108564.93053866932
1279,133300.8390559027
377,244488.47586748566
1252,171625.1731631154
2156,265786.5676529078
499,299621.92764244037
1374,120657.11138539534
2898,217472.38022103818
401,101966.70353159192
2721,184270.03793946095
2078,247714.29610707134
2589,119225.28475798688
1946,192735.86431569082
1334,124575.3692247984
2781,243267.4265153825
431,371239.8967458485
576,209492.81272582238
1474,191901.47467024496
2254,164211.83037334704
2155,296601.07843015715
885,114614.4601615798
643,133984.65033466244
1944,115683.75792995564
480,214986.4517040485
2845,102967.5460949009
2387,341653.8557461336
2407,242563.22166328912
2527,153542.96510931503
2514,149419.37763947804
629,174075.4393411836
80,224730.98139215744
1876,141154.98419572122
1546,130233.21565731414
2518,170330.11853894385
2347,160360.80526497756
783,168252.1462193135
1322,59605.65995747215
194,78021.88364010208
1770,270723.8835312735
2143,118330.8999476629
1229,221399.19483650735
511,272564.46496802615
46,243883.45220858487
1348,188079.96804332256
2465,180491.3840386079
387,247943.12518787046
873,222642.96111646912
1918,114491.15306412715
2764,247184.03216020734
2184,123468.74149149546
934,148262.1735923714
1920,127056.56656149564
2631,160158.54309494764
1768,495077.9389241883
2040,110068.02659822837
1749,223928.2311299753
834,222562.5493836509
1457,254085.83640356126
79,136208.74494158453
2302,119852.62220983476
1817,126867.57678335087
2755,228143.26707568677
359,176142.5316994103
2059,114402.37626720432
2092,226356.8764300106
2516,261923.0475042555
150,116115.84695744918
1656,137971.3668295127
83,104317.20426492947
2411,196537.93554868022
795,90532.61956403818
2312,227216.53607956995
2917,91698.88646912583
1624,181184.56640381613
2215,319164.64948381396
1211,164126.9038988952
1485,152879.10804136578
1024,172691.18665127672
570,195764.11354515073
2874,131503.9200638304
700,164714.02377919893
2756,224670.5944400832
2022,170221.51162375606
583,222684.8485606521
2392,379387.3293140157
2424,225466.83808191397
212,112747.00986564456
736,126184.9016774247
1610,184693.043793908
890,110598.98514923808
467,183647.16981355907
578,250906.58695707508
1747,180150.25334538403
1149,170155.4388193861
2758,241257.37257371235
857,120713.37562745638
2219,269160.3152394765
733,120209.75898963792
2909,136488.34887431524
1798,263616.46923974913
235,117563.41805441666
2366,136561.37229531628
1027,120456.806715012
1195,124911.81537165277
1303,32487.974732234754
148,183110.97189222308
608,151537.28802065723
2515,218574.67271558254
821,273572.7319954535
2500,261688.9570578732
745,111603.04912218821
741,124181.26465319186
1611,125225.68923506918
2532,116640.08105885214
1081,228987.7288867655
1692,394912.0405062163
2520,184816.9483351944
276,148514.85361966712
1992,122499.93433001588
663,53881.53626648136
418,150161.55172952887
1733,182744.02776598858
2359,165553.36363848904
253,190100.24937104143
1518,185071.0174548813
2035,147562.22274588628
2919,90193.85883045653
1540,245857.3045904948
2120,127149.8993782874
1674,198810.13546926895
256,140054.4017703139
2361,99670.96024568916
978,85628.99706476208
2280,147185.23399941312
2095,211135.07212112774
1709,337463.03871025244
2801,225707.4592650478
1246,107264.1334155672
2373,127413.13815686764
1055,272634.72235526406
2017,108215.58890853936
1099,267140.6744130698
1344,111076.6048688429
835,195908.53394284024
1117,207517.68524664608
2043,96196.68481849867
2085,129778.92825356466
410,161161.08242588583
2650,110938.91645895585
2867,180541.93756855748
1668,117064.4618931282
1161,164215.4208276901
2122,162385.31765554965
2539,140048.6771647206
1047,142386.81972680433
1445,120018.28002320377
541,140957.3658788168
569,240947.4036568888
1276,117095.9670646792
918,146013.21380880696
326,186032.36795246572
1936,119882.59063029234
895,95278.53605818322
257,130298.88951543882
1241,193946.4523474433
1545,118502.41761931343
1189,159668.20036334658
270,141570.99647329596
2066,206550.47018080292
693,110653.25312059557
1259,131616.11700415018
2916,172495.3546199788
2321,283046.18250915897
1977,120673.9082764182
1895,167876.31389361166
1240,157194.3605261213
85,135496.79712559815
1823,115568.51225774211
825,299072.45227092935
110,235256.93265909218
697,118346.80454614744
2297,106241.14528002916
1231,128373.72544262752
1355,129874.58431054841
968,316356.0952153799
584,246706.64217144917
1315,128917.66514896139
1606,118602.31647572333
206,103533.93385193258
1685,337973.41002394306
2016,136120.32310095575
869,210314.6354374593
2135,116565.84208710995
2346,185466.37434906408
2430,234330.56902375433
2198,90603.25753659208
2652,111360.81375895455
27,107454.90580727794
241,172192.11577902158
906,135977.4678809528
1506,113344.28384716455
2098,322311.9348679228
1435,224567.72483047115
2213,143464.45145922023
1274,129074.9894525306
743,56506.00206057538
1737,201267.42295945497
2797,271904.030618442
2185,112441.39205995847
58,195445.84044715788
830,190651.80783358877
808,151585.14052831498
680,155295.73125440173
1153,112428.58140219266
1291,130376.36084576798
1818,200897.47912055888
2161,176217.029252535
1883,120757.01811969618
350,339143.6678606462
2473,158468.38483762008
295,158660.6399748908
293,235661.82590239943
859,121444.30323290378
288,67632.73649540561
1578,138062.5686899867
102,158652.00183545175
2831,170843.2073662191
1030,174367.2627759102
2551,133022.21298134277
1286,149601.6207836432
958,290019.51523376396
776,116227.06773646083
72,210900.63299482214
2263,262922.11179222947
1866,155750.96371749585
2876,71420.27827148857
2146,277347.55215925956
103,169571.932557712
1500,153243.37613578627
492,190602.9370753461
167,125556.76961447956
2597,112627.23576058849
2685,112723.55648688356
1035,146009.14972889086
1220,70534.3756396073
2602,143333.0423930537
2159,222268.27451393614
695,144027.11347204342
1109,253947.07311752532
640,166332.22157319967
1652,148962.07321632456
2090,185791.16028373467
1188,194101.56424203108
2345,233842.9386730224
1059,408212.6699123044
2751,212170.8375646661
128,211646.51060295952
1523,177671.74770209644
2925,157912.42121000358
2145,284349.4941681959
1121,232778.63756633105
566,275795.5823042245
565,229896.406006856
1331,139599.40311733139
2928,134757.74346605386
156,130285.8312620853
797,161524.10222233
327,108286.01975074114
2859,154045.29033080413
1453,110343.87680966224
1762,331364.5340090346
1868,218215.22530192297
1760,203772.63598037715
1113,265595.1334782456
1812,184626.13503801182
117,156874.05968647165
1142,227954.58438632285
2342,342484.31554508617
927,123660.32607764834
2478,192374.27808074688
655,80907.07361986491
2064,116182.64838225929
369,239755.24057995263
2239,126697.00971540622
2732,213404.56729731135
1653,170291.3345386049
959,204572.3990052389
2395,326698.49513143
1412,116126.958454751
271,281608.9176870418
1484,150191.07964865933
1497,138765.38920120956
552,182653.3288440232
2,113511.66159860039
1855,286233.799308612
4,247184.29114972946
2292,170879.1821920437
134,153486.30610506932
646,109348.44479794442
42,332140.81862913264
532,225320.69920941623
713,98569.56948263795
2561,127520.06862548592
2360,136408.06407100317
1333,121873.22732153375
1407,201922.91600494296
2892,276626.2802200242
574,224275.48766007507
1227,177951.49507816596
2591,217616.98616500534
1476,214217.66038225498
1125,263255.68480859796
1446,126654.2485473452
408,118002.83604253706
1101,276295.63626181195
2251,186054.0057264594
373,199711.73547593455
2554,124611.8171226074
2382,280117.2992544613
1985,81690.42550442637
519,233643.15659059744
1093,201520.78577763698
864,265316.79029033025
2889,139311.09355698526
2308,173049.49213894058
986,129217.72644012261
1302,130983.83385056097
585,168122.22057482757
2708,152973.93398518482
147,130443.06705894839
1441,233430.72308665287
383,185923.49679183
285,160094.74413157813
181,112227.71379657162
358,173644.78320209542
780,194837.76736472762
258,214099.5043549534
1865,224510.39880593508
692,132466.66104515246
2902,322003.4839971337
508,255599.65128723148
2638,136501.13307842144
36,159553.0168902476
611,178803.99186445973
2281,113138.6938326165
1678,131438.9372711138
1696,450166.8894433454
1557,92775.15312919888
2180,139418.10273557092
1726,259426.20338190807
951,151288.7394585538
267,248156.19667026817
2706,137606.74617225985
2221,232624.9388187604
1357,172817.6959109858
2901,320026.36208026716
347,206029.5928223272
2164,187953.62616473276
1586,322160.6106174385
360,178785.73709568405
1769,240458.73351937512
2617,183661.7142347294
1879,162302.13170381973
991,224393.47562780872
1535,114841.20525192181
1191,151504.10846558542
1579,187340.85593518685
1882,137056.8549388529
1510,118574.74037714831
2196,222581.914118466
1845,168339.31757883736
2336,343068.807377268
942,101010.59433733099
861,115662.20617925754
2555,98022.89471697502
1392,169665.10976865387
2099,273492.05119606236
1543,136106.41854263836
948,258605.29692381312
1239,156270.29498563363
22,184850.38741750803
2796,229436.25417173404
2747,175990.58519535247
92,274763.9230599623
210,174080.07605984123
1858,217366.50043752955
2228,182315.894631716
447,239992.5858033403
827,249034.0818681073
1649,214726.4231377051
682,139195.61078942288
2698,114499.40008810858
494,189505.45721321902
214,105666.43196934783
2441,246890.57323389617
2679,103192.35684054445
1336,117849.24084564506
465,200521.46559478896
1524,126877.35097651876
2543,107162.3150925714
631,134070.48075333086
2452,293545.9928863505
228,158844.6367315953
126,158978.88402216067
1092,241193.02412455683
1122,208475.37753515382
932,205783.8834715589
1980,90656.81436849077
2171,107057.21834300709
551,142956.4493973331
2768,169477.00746666978
2056,112219.97106606903
1159,350757.2082564701
2645,122730.96837358885
1174,159497.4596693064
2266,210603.74780951714
2462,376666.0896711092
1219,142905.2616931739
2922,186835.80695044014
118,146048.08075175175
474,198139.1784730743
2576,157890.9420390393
872,282639.08471649204
1077,260848.0626165779
1536,157412.15476909574
1150,138916.94460823672
2341,287469.1207787884
1931,134843.99200840472
2785,126774.30125344952
2538,137090.07286966185
597,208435.35843032028
464,186413.68234273177
233,212722.10587994868
2169,133124.32223902264
2123,151675.03857424986
1867,173772.6444560253
137,264513.4997946851
515,230644.98702114093
933,136705.21667801452
2784,161751.4149228961
972,181755.30185376052
599,166737.0520846405
2614,128658.81877503701
2582,134628.77187746682
1409,155656.42394656394
175,87786.0588389334
352,239906.86721655473
976,91774.88711323396
2134,195285.16749033864
984,109378.84921796781
2396,427981.29628059384
1673,160615.67812768676
404,126099.70143342651
607,158807.01595170092
814,155760.42878284233
868,190413.47947832505
2271,208547.74570931072
1633,220380.42806366074
337,207272.8520068533
2765,174307.7783763565
1746,238671.148317784
368,310690.8953609227
2806,202725.9336959441
1662,181387.17400301027
1234,208749.83577149728
1373,141370.7320958415
1672,99595.10239006013
1939,126428.72143429876
